name,pfs,source,rarity,trait,item_category,item_subcategory,level,price,bulk,usage,spoilers
Universal Solvent (Major),Standard,Advanced Player's Guide pg. 255 <sup>2.0</sup>,Common,"Alchemical, Consumable",Alchemical Items,Alchemical Tools,18,"3,250 gp",L,held in 1 hand,
Aether Marble (Greater),Limited,Pathfinder #189: Dreamers of the Nameless Spires pg. 75,Uncommon,"Bomb, Consumable, Force, Splash, Uncommon",Alchemical Items,Alchemical Bombs,18,"3,400 gp",L,held in 1 hand,Gatewalkers
Blood Booster (Greater),Standard,Treasure Vault pg. 59 <sup>1.1</sup>,Common,"Alchemical, Consumable, Elixir, Healing",Alchemical Items,Alchemical Elixirs,18,"3,400 gp",L,held in 1 hand,
Awakened Metal Shot (Awakened Adamantine Shot),Standard,Guns & Gears pg. 168 <sup>2.0</sup>,Uncommon,"Consumable, Evocation, Magical, Uncommon",Consumables,Magical Ammunition,18,"3,500 gp",,,
Boulder Seed (Greater),Standard,Treasure Vault pg. 44 <sup>1.1</sup>,Common,"Alchemical, Bomb, Consumable, Splash",Alchemical Items,Alchemical Bombs,18,"3,600 gp",L,held in 1 hand,
Nevercold (Refined),Standard,Treasure Vault pg. 75 <sup>1.1</sup>,Common,"Catalyst, Consumable, Magical",Consumables,Spell Catalysts,18,"3,600 gp",L,held in 1 hand,
Roaring Potion (Greater),Standard,Treasure Vault pg. 90 <sup>1.1</sup>,Common,"Consumable, Evocation, Magical, Potion, Sonic",Consumables,Potions,18,"3,600 gp",L,held in 1 hand,
Rusting Ammunition (Greater),Limited,Treasure Vault pg. 43 <sup>1.1</sup>,Common,"Alchemical, Consumable, Force",Alchemical Items,Alchemical Ammunition,18,"3,600 gp",,,
Avalanche of Stones Snare,Standard,Grand Bazaar pg. 42,Uncommon,"Consumable, Mechanical, Snare, Trap, Uncommon",Snares,,18,"3,750 gp",,,
Trueshape Bomb (Greater),Standard,Treasure Vault pg. 45 <sup>1.1</sup>,Common,"Alchemical, Bomb, Consumable, Poison, Splash",Alchemical Items,Alchemical Bombs,18,"3,750 gp",L,held in 1 hand,
Shatterstone (Greater),Standard,Treasure Vault pg. 44 <sup>1.1</sup>,Common,"Alchemical, Bomb, Consumable, Sonic, Splash",Alchemical Items,Alchemical Bombs,18,"3,800 gp",L,held in 1 hand,
Crystal Shards (Major),Standard,Player Core 2 pg. 284,Common,"Alchemical, Bomb, Consumable, Earth, Splash",Alchemical Items,Alchemical Bombs,18,"4,000 gp",L,held in 1 hand,
Explosive Mine (Major),Standard,Guns & Gears pg. 69 <sup>2.0</sup>,Uncommon,"Consumable, Gadget, Uncommon",Consumables,Gadgets,18,"4,000 gp",L,held in 2 hands,
Fury Cocktail (Greater),Standard,Treasure Vault pg. 48 <sup>1.1</sup>,Common,"Alchemical, Consumable, Elixir, Mutagen, Polymorph",Alchemical Items,Alchemical Food,18,"4,000 gp",L,held in 1 hand,
King's Sleep,Standard,Player Core 2 pg. 293,Common,"Alchemical, Consumable, Ingested, Poison, Virulent",Alchemical Items,Alchemical Poisons,18,"4,000 gp",L,held in 1 hand,
Implosion Dust (Greater),Standard,Treasure Vault pg. 54 <sup>1.1</sup>,Common,"Alchemical, Consumable",Alchemical Items,Alchemical Tools,18,"4,100 gp",L,held in 1 hand,
Choleric Contagion,Standard,Treasure Vault pg. 67 <sup>1.1</sup>,Common,"Alchemical, Consumable, Injury, Poison",Alchemical Items,Alchemical Poisons,18,"4,200 gp",L,held in 2 hands,
Potion of Undetectability,Standard,GM Core pg. 260 <sup>2.0</sup>,Common,"Consumable, Magical, Potion",Consumables,Potions,18,"4,400 gp",L,held in 1 hand,
Bottled Sunlight (Major),Standard,Book of the Dead pg. 18,Common,"Alchemical, Bomb, Consumable, Fire, Light, Positive, Splash",Alchemical Items,Alchemical Bombs,18,"4,500 gp",L,held in 1 hand,
Clockwork Rejuvenator,,Pathfinder #161: Belly of the Black Whale pg. 79,Rare,"Clockwork, Consumable, Magical, Necromancy, Rare",Consumables,Other Consumables,18,"4,500 gp",L,held in 1 hand,Agents of Edgewatch
Crimson Worm Repellent,,Pathfinder #155: Lord of the Black Sands pg. 75,Uncommon,"Alchemical, Consumable, Uncommon",Alchemical Items,Alchemical Tools,18,"4,500 gp",L,held in 1 hand,Extinction Curse
Exquisite Alloy Orb (High-Grade),Standard,GM Core pg. 263 <sup>2.0</sup>,Uncommon,"Consumable, Magical, Talisman, Uncommon",Consumables,Talismans,18,"4,500 gp",,affixed to a metal weapon,
Gearbinder Oil (Greater),Limited,Treasure Vault pg. 54 <sup>1.1</sup>,Common,"Alchemical, Consumable, Incapacitation",Alchemical Items,Alchemical Tools,18,"4,500 gp",L,held in 1 hand,
Lodestone Bomb (Greater),Standard,Treasure Vault pg. 44 <sup>1.1</sup>,Common,"Alchemical, Bomb, Consumable, Force, Splash",Alchemical Items,Alchemical Bombs,18,"4,500 gp",L,held in 1 hand,
Ruby Capacitor (Major),Standard,Treasure Vault pg. 95 <sup>1.1</sup>,Common,"Consumable, Evocation, Magical, Talisman",Consumables,Talismans,18,"4,500 gp",,affixed to a magical staff,
Spellsap Grenade (Greater),Standard,Rage of Elements pg. 147 <sup>2.0</sup>,Rare,"Alchemical, Bomb, Consumable, Rare, Splash",Alchemical Items,Alchemical Bombs,18,"4,500 gp",L,held in 1 hand,
Rovagug's Mud (Greater),Standard,Treasure Vault pg. 90 <sup>1.1</sup>,Common,"Consumable, Evocation, Magical, Potion",Consumables,Potions,18,"4,800 gp",L,held in 1 hand,
Applereed Mutagen (Greater),Standard,Legends pg. 86,Rare,"Alchemical, Consumable, Elixir, Mutagen, Polymorph, Rare",Alchemical Items,Alchemical Elixirs,18,"5,000 gp",L,held in 1 hand,
Cloning Potion,Standard,Treasure Vault pg. 88 <sup>1.1</sup>,Rare,"Conjuration, Consumable, Magical, Potion, Rare",Consumables,Potions,18,"5,000 gp",L,held in 1 hand,
Healing Potion (Major),Standard,GM Core pg. 259 <sup>2.0</sup>,Common,"Consumable, Healing, Magical, Potion, Vitality",Consumables,Potions,18,"5,000 gp",L,held in 1 hand,
Kraken Bottle,Standard,Treasure Vault pg. 56 <sup>1.1</sup>,Uncommon,"Alchemical, Consumable, Expandable, Uncommon",Alchemical Items,Bottled Monstrosities,18,"5,000 gp",L,held in 1 hand,
Oil of Unlife (Major),Standard,GM Core pg. 258 <sup>2.0</sup>,Common,"Consumable, Magical, Oil, Void",Consumables,Oils,18,"5,000 gp",L,held in 1 hand,
Potion of Retaliation (Major),Standard,Player Core 2 pg. 304,Common,"Consumable, Magical, Potion",Consumables,Potions,18,"5,000 gp",L,held in 1 hand,
Silver Orb (Greater),,Wake the Dead #1 pg. 27,Uncommon,"Alchemical, Bomb, Uncommon",Alchemical Items,Alchemical Bombs,18,"5,000 gp",L,held in 1 hand,
Snarling Badger (Greater),Standard,Treasure Vault pg. 95 <sup>1.1</sup>,Common,"Consumable, Enchantment, Magical, Mental, Talisman",Consumables,Talismans,18,"5,000 gp",,affixed to armor,
Sun Orchid Poultice,Standard,Legends pg. 20,Rare,"Alchemical, Consumable, Rare",Alchemical Items,Alchemical Tools,18,"5,000 gp",L,held in 1 hand,
Vaccine (Major),Standard,"Treasure Vault pg. 61 <sup>1.1</sup>, Legends pg. 71",Common,"Alchemical, Consumable, Elixir, Healing",Alchemical Items,Alchemical Elixirs,18,"5,000 gp",L,held in 1 hand,
Grisantian Hide Object (High-Grade),Standard,Monsters of Myth pg. 35,Rare,"Precious, Rare",Materials,,18,"12,000 gp (per Bulk)",,,
Inubrix Armor (High-Grade),Standard,Grand Bazaar pg. 98,Rare,Rare,Armor,Precious Material Armor,18,"18,000 gp (+1,800 gp per Bulk)",,worn armor,
Reflecting Shield,Standard,GM Core pg. 234 <sup>2.0</sup>,Uncommon,"Magical, Uncommon",Shields,Specific Shields,18,"18,000 gp",L,held in 1 hand,
Midday Lantern (Major),Limited,Pathfinder #172: Secrets of the Temple City pg. 76,Uncommon,"Light, Magical, Transmutation, Uncommon",Held Items,,18,"18,750 gp",L,held in 1 hand,Strength of Thousands
Twilight Lantern (Major),Limited,Pathfinder #172: Secrets of the Temple City pg. 76,Uncommon,"Light, Magical, Transmutation, Uncommon",Held Items,,18,"18,750 gp",L,held in 1 hand,Strength of Thousands
Alchemical Chart (Greater),Standard,Treasure Vault pg. 62 <sup>1.1</sup>,Common,Alchemical,Alchemical Items,Alchemical Other,18,"19,000 gp",L,held in 1 hand,
Inexplicable Apparatus,Standard,GM Core pg. 291 <sup>2.0</sup>,Common,"Invested, Magical",Worn Items,Other Worn Items,18,"19,000 gp",2,worn garment,
Maestro's Instrument (Greater),Standard,GM Core pg. 275 <sup>2.0</sup>,Common,Magical,Held Items,,18,"19,000 gp",1,held in 2 hand,
Marvelous Medicines (Greater),Standard,GM Core pg. 276 <sup>2.0</sup>,Common,Magical,Held Items,,18,"19,000 gp",1,held in 2 hand,
Mask of the Mantis (Major),,Prey for Death pg. 104,Uncommon,"Invested, Magical, Uncommon",Worn Items,Other Worn Items,18,"19,000 gp",L,worn head,Prey for Death
Mirror Goggles (Greater),Standard,Treasure Vault pg. 147 <sup>1.1</sup>,Common,"Abjuration, Invested, Magical",Worn Items,Other Worn Items,18,"19,000 gp",,worn eyepiece,
Nosoi Charm (Greater),,Night of the Gray Death pg. 53,Rare,"Divination, Invested, Magical, Rare",Held Items,,18,"19,000 gp",,held in 1 hand,Night of the Gray Death
Peachwood Weapon (High-Grade),Standard,"Book of the Dead pg. 20, Tian Xia Character Guide pg. 130",Uncommon,Uncommon,Weapons,Precious Material Weapons,18,"19,000 gp (+1,900 gp per Bulk)",,varies by weapon,
Symbol of Conflict (Major),Standard,GM Core pg. 296 <sup>2.0</sup>,Uncommon,"Divine, Invested, Uncommon",Worn Items,,18,"19,000 gp",,worn,
Thurible of Revelation (Greater),Standard,GM Core pg. 277 <sup>2.0</sup>,Common,Divine,Held Items,,18,"19,000 gp",1,held in 1 hand,
Tornado Trompo,,Celebrating Hispanic Heritage Month,Common,"Air, Evocation, Magical",Held Items,,18,"19,000 gp",L,held in 1 hand,
Wand of Hybrid Form (8th-Level Spell),Standard,Treasure Vault pg. 140 <sup>1.1</sup>,Uncommon,"Magical, Polymorph, Transmutation, Uncommon, Wand",Wands,Specialty Wands,18,"19,000 gp",L,held in 1 hand,
Wand of Mercy (8th-Level Spell),Standard,Treasure Vault pg. 141 <sup>1.1</sup>,Common,"Magical, Wand",Wands,Specialty Wands,18,"19,000 gp",L,held in 1 hand,
Sisterstone Armor (High-Grade),,Pathfinder #183: Field of Maidens pg. 80,Rare,Rare,Armor,Precious Material Armor,18,"19,500 gp (plus 1,950 gp per Bulk)",,worn armor,Blood Lords
Blade of Four Energies (Greater),Standard,Secrets of Magic pg. 180 <sup>1.1</sup>,Common,"Evocation, Magical",Weapons,Specific Magic Weapons,18,"20,000 gp",L,held in 1 hand,
Clockwork Cloak,Standard,"Treasure Vault pg. 146 <sup>1.1</sup>, Pathfinder #161: Belly of the Black Whale pg. 79",Uncommon,"Clockwork, Invested, Magical, Transmutation, Uncommon",Worn Items,Other Worn Items,18,"20,000 gp",L,worn cloak,
Cold Iron Armor (High-Grade),Standard,GM Core pg. 228 <sup>2.0</sup>,Common,,Armor,Precious Material Armor,18,"20,000 gp (+2,000 gp per Bulk)",,worn armor,
Countering Charm (Major),Standard,GM Core pg. 287 <sup>2.0</sup>,Uncommon,"Invested, Magical, Uncommon",Worn Items,,18,"20,000 gp",,worn,
Obsidian Goggles (Major),Standard,GM Core pg. 293 <sup>2.0</sup>,Common,"Invested, Magical",Worn Items,Other Worn Items,18,"20,000 gp",,worn eyepiece,
Scalding Gauntlets (True),Standard,Rage of Elements pg. 124 <sup>2.0</sup>,Common,"Fire, Invested, Magical",Weapons,Specific Magic Weapons,18,"20,000 gp",L,worn gloves,
Silver Armor (High-Grade),Standard,GM Core pg. 229 <sup>2.0</sup>,Common,,Armor,Precious Material Armor,18,"20,000 gp (+2,000 gp per Bulk)",,worn armor,
Sapling Shield (True),Standard,Treasure Vault pg. 22 <sup>1.1</sup>,Common,"Magical, Transmutation",Shields,Specific Shields,18,"20,220 gp",2,held in 1 hand,
Radiant Prism (Greater),Standard,Treasure Vault pg. 127 <sup>1.1</sup>,Common,"Abjuration, Magical, Spellheart",Spellhearts,,18,"20,500 gp",,affixed to armor or a weapon,
Armor Potency (+3),Standard,GM Core pg. 226 <sup>2.0</sup>,Common,Magical,Runes,Fundamental Armor Runes,18,"20,560 gp",,etched onto armor,
Crown of Witchcraft (Greater),Standard,GM Core pg. 288 <sup>2.0</sup>,Common,"Focused, Invested, Magical",Worn Items,,18,"21,000 gp",,worn headwear,
Dread (Greater),Standard,Grand Bazaar pg. 14,Uncommon,"Emotion, Enchantment, Fear, Magical, Mental, Uncommon, Visual",Runes,Armor Property Runes,18,"21,000 gp",,etched onto armor,
Fossil Fragment (Brontosaurus Phalange),Standard,Rage of Elements pg. 98 <sup>2.0</sup>,Uncommon,"Earth, Magical, Uncommon",Held Items,,18,"21,000 gp",L,held in 1 hand,
Ghostcaller's Planchette (Greater),Standard,Treasure Vault pg. 125 <sup>1.1</sup>,Common,"Magical, Necromancy, Spellheart",Spellhearts,,18,"21,000 gp",,affixed to armor or a weapon,
Helm of Zeal (Greater),Standard,Player Core 2 pg. 310,Common,"Divine, Focused, Invested",Worn Items,,18,"21,000 gp",L,worn headwear,
Living Mantle (Greater),Standard,GM Core pg. 292 <sup>2.0</sup>,Common,"Focused, Invested, Plant, Primal",Worn Items,,18,"21,000 gp",L,worn cloak,
Maw of Hungry Shadows,Standard,Treasure Vault pg. 112 <sup>1.1</sup>,Common,"Conjuration, Grimoire, Incapacitation, Magical, Shadow, Teleportation",Grimoires,,18,"21,000 gp",L,,
Prognostic Veil (Greater),Standard,Player Core 2 pg. 310,Common,"Divine, Focused, Invested",Worn Items,,18,"21,000 gp",,worn mask,
Ring of Maniacal Devices (Greater),Standard,Player Core 2 pg. 310,Common,"Invested, Magical",Worn Items,,18,"21,000 gp",,worn,
Stampede Medallion (Major),Standard,Secrets of Magic pg. 190 <sup>1.1</sup>,Common,"Eidolon, Evocation, Invested, Magical",Worn Items,Eidolon Items,18,"21,000 gp",L,worn,
Storm Flash (Greater),Standard,GM Core pg. 243 <sup>2.0</sup>,Common,"Electricity, Magical",Weapons,Specific Magic Weapons,18,"21,000 gp",1,held in 1 hand,
Anchoring (Greater),Standard,Grand Bazaar pg. 80,Uncommon,"Abjuration, Magical, Uncommon",Runes,Weapon Property Runes,18,"22,000 gp",,etched onto a weapon,
Breastplate of Command (Greater),Standard,Core Rulebook pg. 557 <sup>4.0</sup>,Common,"Enchantment, Invested, Magical",Armor,Specific Magic Armor,18,"22,000 gp",2,worn armor,
Cape of the Open Sky,Limited,Pathfinder #167: Ready? Fight! pg. 74,Rare,"Invested, Magical, Rare, Transmutation",Worn Items,Other Worn Items,18,"22,000 gp",L,worn cloak,Fists of the Ruby Phoenix
Clockwork Shield (Greater),Standard,Treasure Vault pg. 22 <sup>1.1</sup>,Common,"Magical, Transmutation",Shields,Specific Shields,18,"22,000 gp",1,held in 1 hand,
Djezet Weapon (High-Grade),Standard,Grand Bazaar pg. 98,Rare,Rare,Weapons,Precious Material Weapons,18,"22,000 gp (+2,200 gp per Bulk)",,varies by weapon,
Lightweave Scarf (Major),Standard,Treasure Vault pg. 127 <sup>1.1</sup>,Common,"Illusion, Magical, Spellheart, Visual",Spellhearts,,18,"22,000 gp",,affixed to armor or a weapon,
Mantle of the Grogrisant,Standard,Monsters of Myth pg. 35,Unique,"Abjuration, Invested, Primal, Unique",Worn Items,Other Worn Items,18,"22,000 gp",L,worn cloak,
Obsidian Edge (True),Standard,Rage of Elements pg. 123 <sup>2.0</sup>,Uncommon,"Fire, Magical, Uncommon",Weapons,Specific Magic Weapons,18,"22,000 gp",2,held in 2 hands,
Possibility Tome,Standard,GM Core pg. 276 <sup>2.0</sup>,Common,Magical,Held Items,,18,"22,000 gp",2,held in 2 hand,
Tales in Timber (Major),Standard,Rage of Elements pg. 202 <sup>2.0</sup>,Common,"Invested, Magical, Wood",Armor,Specific Magic Armor,18,"22,000 gp",2,worn armor,
Warleader's Bulwark (Greater),Standard,Player Core 2 pg. 279,Common,"Invested, Magical",Armor,,18,"22,000 gp",2,worn armor,
Words of Wisdom (Greater),Standard,Highhelm pg. 87,Uncommon,"Enchantment, Invested, Magical, Tattoo, Uncommon",Tattoos,,18,"22,000 gp",,tattoo,
Grub Gloves (Greater),Standard,Highhelm pg. 87,Uncommon,"Invested, Magical, Necromancy, Uncommon",Worn Items,Other Worn Items,18,"22,500 gp",L,worn gloves,
Keep Stone Weapon (High-Grade),Standard,Highhelm pg. 113,Rare,Rare,Weapons,Precious Material Weapons,18,"22,500 gp (+ 2,250 gp per Bulk)",,varies by weapon,
Orichalcum Weapon (High-Grade),Standard,GM Core pg. 240 <sup>2.0</sup>,Rare,Rare,Weapons,Precious Material Weapons,18,"22,500 gp (+2250 gp per Bulk)",,varies by weapon,
Singing Shortbow (Greater),Standard,Secrets of Magic pg. 189 <sup>1.1</sup>,Common,"Enchantment, Magical",Weapons,Specific Magic Weapons,18,"22,500 gp",1,held in 1 hand,
Linnorm's Sankeit,Standard,Treasure Vault pg. 18 <sup>1.1</sup>,Uncommon,"Evocation, Invested, Magical, Uncommon",Armor,Specific Magic Armor,18,"22,750 gp",2,worn armor,
Endless Grimoire (True),Standard,Secrets of Magic pg. 162 <sup>1.1</sup>,Common,"Divination, Grimoire, Magical",Grimoires,,18,"23,000 gp",L,,
Shadow's Heart,,Pathfinder #185: A Taste of Ashes pg. 79,Rare,"Illusion, Magical, Rare",Weapons,Specific Magic Weapons,18,"23,000 gp",L,held in 1 hand,Blood Lords
Life's Last Breath,,Pathfinder #155: Lord of the Black Sands pg. 76,Unique,"Evil, Magical, Necromancy, Unique",Weapons,Specific Magic Weapons,18,"23,500 gp",2,held in 1 hand,Extinction Curse
Abysium Weapon (High-Grade),Standard,Grand Bazaar pg. 97,Rare,Rare,Weapons,Precious Material Weapons,18,"24,000 gp (+2,400 gp per Bulk)",,varies by weapon,
Archivist's Gaze,Standard,Secrets of Magic pg. 179 <sup>1.1</sup>,Common,"Apex, Divination, Invested, Magical",Worn Items,Other Worn Items,18,"24,000 gp",,worn eyepiece,
Breath Blaster (Major),Standard,Guns & Gears pg. 154 <sup>2.0</sup>,Uncommon,"Evocation, Magical, Uncommon",Weapons,Beast Guns,18,"24,000 gp",2,held in 2 hands,
Brilliant (Greater),Standard,GM Core pg. 236 <sup>2.0</sup>,Common,Magical,Runes,Weapon Property Runes,18,"24,000 gp",,etched onto a weapon,
Caress of the Great Serpent,Standard,Tian Xia Character Guide pg. 126,Uncommon,"Magical, Uncommon",Weapons,Specific Magic Weapons,18,"24,000 gp",2,held in 1 hand,
Carver-Cutter (True),Standard,Rage of Elements pg. 201 <sup>2.0</sup>,Uncommon,"Magical, Uncommon, Wood",Weapons,Specific Magic Weapons,18,"24,000 gp",1,held in 1 hand,
Dragon's Breath (8th-Level Spell),Standard,Grand Bazaar pg. 88,Uncommon,"Magical, Transmutation, Uncommon",Runes,Accessory Runes,18,"24,000 gp",,applied to dueling cape or shield,
Emberheart,Standard,Secrets of Magic pg. 184 <sup>1.1</sup>,Common,"Apex, Invested, Magical, Necromancy",Worn Items,Other Worn Items,18,"24,000 gp",,worn,
Final Rest,Standard,Book of the Dead pg. 19,Common,"Magical, Necromancy",Weapons,Specific Magic Weapons,18,"24,000 gp",1,held in 1 hand,
Fortification (Greater),Standard,GM Core pg. 226 <sup>2.0</sup>,Common,Magical,Runes,Armor Property Runes,18,"24,000 gp",,etched onto medium or heavy armor,
Indestructible Shield,Standard,GM Core pg. 234 <sup>2.0</sup>,Rare,"Magical, Rare",Shields,Specific Shields,18,"24,000 gp",1,held in 1 hand,
Magic Armor (+3 Greater Resilient),Standard,GM Core pg. 229 <sup>2.0</sup>,Common,"Invested, Magical",Armor,Basic Magic Armor,18,"24,000 gp",,worn armor,
Mask of Allure,Standard,Secrets of Magic pg. 186 <sup>1.1</sup>,Common,"Apex, Enchantment, Invested, Magical",Worn Items,Other Worn Items,18,"24,000 gp",L,worn mask,
Mercurial Mantle,Standard,Secrets of Magic pg. 187 <sup>1.1</sup>,Common,"Apex, Invested, Magical, Transmutation",Worn Items,Other Worn Items,18,"24,000 gp",L,worn cloak,
Noqual Weapon (High-Grade),Standard,Grand Bazaar pg. 100,Rare,Rare,Weapons,Precious Material Weapons,18,"24,000 gp (+2,400 gp per Bulk)",,varies by weapon,
Quenching (True),Standard,Treasure Vault pg. 13 <sup>1.1</sup>,Common,"Abjuration, Magical",Runes,Armor Property Runes,18,"24,000 gp",,etched onto armor,
Sage's Lash,Standard,Secrets of Magic pg. 189 <sup>1.1</sup>,Common,"Apex, Invested, Magical, Necromancy",Worn Items,Other Worn Items,18,"24,000 gp",1,worn belt,
Sandals of the Stag,Standard,Treasure Vault pg. 104 <sup>1.1</sup>,Common,"Apex, Invested, Magical, Transmutation",Worn Items,Other Worn Items,18,"24,000 gp",L,worn sandals,
Spectacles of Piercing Sight,Standard,Treasure Vault pg. 147 <sup>1.1</sup>,Rare,"Divination, Invested, Magical, Rare",Worn Items,Other Worn Items,18,"24,000 gp",,worn eyepiece,
Staff of Nature's Vengeance (Major),Standard,Advanced Player's Guide pg. 263 <sup>2.0</sup>,Common,"Evocation, Magical, Staff",Staves,,18,"24,000 gp",1,held in 1 hand,
Staff of the Dreamlands (Major),Standard,Grand Bazaar pg. 111,Uncommon,"Enchantment, Magical, Staff, Uncommon",Staves,,18,"24,000 gp",1,held in 1 hand,
Titan's Grasp,Standard,Secrets of Magic pg. 191 <sup>1.1</sup>,Common,"Apex, Evocation, Invested, Magical",Worn Items,Other Worn Items,18,"24,000 gp",L,worn gloves,
Torag's Silver Anvil,Standard,Gods & Magic pg. 123 <sup>2.0</sup>,Uncommon,"Divine, Magical, Transmutation, Uncommon",Weapons,Specific Magic Weapons,18,"24,000 gp",2,held in 2 hands,
